"yearbuilt","finsqft","cooling","bedroom","fullbath","halfbath","lotsize","totalvalue","esdistrict","msdistrict","hsdistrict","censustract","age","condition","fp"
1991,1800,"Central Air",3,2,1,5.77,350200,"Stone-Robinson","Walton","Monticello","113.01",28,"Good",1
1947,1712,"No Central Air",5,2,0,1.77,179900,"Stone-Robinson","Walton","Monticello","113.01",72,"Average",0
2011,4808,"Central Air",4,4,1,150.36,1896100,"Stone-Robinson","Walton","Monticello","113.01",8,"Average",0
1754,1906,"No Central Air",3,1,0,0,6755600,"Stone-Robinson","Walton","Monticello","113.01",265,"Average",0
1970,1752,"Central Air",4,2,1,3.14,321200,"Stone-Robinson","Walton","Monticello","113.01",49,"Average",1
1798,1576,"No Central Air",4,1,0,95.88,1189400,"Stone-Robinson","Walton","Monticello","113.01",221,"Average",1
1948,2240,"Central Air",2,2,0,6.697,343700,"Stone-Robinson","Walton","Monticello","113.01",71,"Good",1
1961,1512,"Central Air",4,2,1,4.578,319800,"Stone-Robinson","Walton","Monticello","113.01",58,"Average",1
1928,916,"Central Air",2,1,0,1.04,169300,"Stone-Robinson","Walton","Monticello","113.01",91,"Good",0
1949,972,"Central Air",2,2,0,0.91,167700,"Stone-Robinson","Walton","Monticello","113.01",70,"Fair",1
1948,936,"Central Air",5,2,0,1.217,193600,"Stone-Robinson","Walton","Monticello","113.01",71,"Average",1
1950,1121,"Central Air",2,2,0,4.5,248500,"Stone-Robinson","Walton","Monticello","113.01",69,"Average",1
1754,956,"No Central Air",2,1,0,1.08,102600,"Stone-Robinson","Walton","Monticello","104.02",265,"Fair",0
1980,1456,"No Central Air",3,1,1,2.016,203000,"Stone-Robinson","Walton","Monticello","113.01",39,"Average",0
1983,1436,"Central Air",1,1,1,2.011,210700,"Stone-Robinson","Walton","Monticello","113.01",36,"Average",1
1986,1220,"Central Air",3,1,2,2.083,231700,"Stone-Robinson","Walton","Monticello","113.01",33,"Average",1
1982,1761,"No Central Air",3,2,1,2.475,202600,"Stone-Robinson","Walton","Monticello","113.01",37,"Average",0
1983,2288,"Central Air",5,3,1,2.028,335800,"Stone-Robinson","Walton","Monticello","113.01",36,"Good",1
2007,1248,"Central Air",3,2,0,5.206,256000,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",0
1754,1226,"No Central Air",3,1,1,3.74,78800,"Stone-Robinson","Burley","Monticello","104.02",265,"Substandard",0
1948,720,"No Central Air",2,1,0,2.03,88800,"Stone-Robinson","Burley","Monticello","104.02",71,"Poor",0
1991,1520,"Central Air",3,2,1,4.341,275700,"Stone-Robinson","Walton","Monticello","104.02",28,"Average",1
1993,1475,"Central Air",3,2,0,5.009,237600,"Stone-Robinson","Walton","Monticello","104.02",26,"Average",1
1985,1441,"No Central Air",3,2,0,5,218100,"Stone-Robinson","Walton","Monticello","104.02",34,"Average",1
1984,1488,"Central Air",5,3,0,4,245800,"Stone-Robinson","Walton","Monticello","104.02",35,"Average",1
2013,2413,"Central Air",3,2,1,3.918,408200,"Stone-Robinson","Walton","Monticello","104.02",6,"Average",1
2002,3472,"Central Air",3,2,0,2.348,404400,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",1
1977,960,"Central Air",2,1,0,28.14,334000,"Stone-Robinson","Burley","Monticello","104.02",42,"Average",0
1972,1056,"No Central Air",3,1,1,2.5,159100,"Stone-Robinson","Burley","Monticello","104.02",47,"Average",0
1961,1483,"No Central Air",3,1,0,3.758,179700,"Stone-Robinson","Burley","Monticello","104.02",58,"Fair",1
1989,896,"Central Air",3,1,0,2.331,192900,"Stone-Robinson","Walton","Monticello","104.02",30,"Average",0
1990,1440,"Central Air",3,2,0,5,290100,"Stone-Robinson","Walton","Monticello","104.02",29,"Average",1
1956,1766,"No Central Air",3,2,0,0.55,158300,"Stone-Robinson","Walton","Monticello","104.02",63,"Average",1
1985,2164,"Central Air",2,2,0,5,390700,"Stone-Robinson","Walton","Monticello","104.02",34,"Average",0
1959,823,"No Central Air",3,1,0,2.07,131600,"Stone-Robinson","Walton","Monticello","104.02",60,"Fair",0
1969,1176,"Central Air",3,2,0,43.758,692800,"Stone-Robinson","Walton","Monticello","104.02",50,"Average",0
1950,1764,"Central Air",1,2,0,1.196,237800,"Stone-Robinson","Walton","Monticello","113.01",69,"Good",1
2001,3184,"Central Air",3,3,0,4.542,387000,"Stone-Robinson","Walton","Monticello","104.02",18,"Average",1
2000,3647,"Central Air",4,3,1,14.705,965700,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
1754,1451,"Central Air",3,2,0,5,278800,"Stone-Robinson","Burley","Monticello","104.02",265,"Average",1
1950,1328,"Central Air",3,1,0,35.467,500400,"Stone-Robinson","Burley","Monticello","104.02",69,"Average",1
1960,1308,"No Central Air",3,1,0,2,170700,"Stone-Robinson","Walton","Monticello","104.02",59,"Average",0
1975,960,"Central Air",3,1,0,0.612,146300,"Stone-Robinson","Walton","Monticello","104.02",44,"Average",0
2018,355,"Central Air",0,1,0,1.56,103800,"Stone-Robinson","Walton","Monticello","104.02",1,"Average",0
1967,936,"Central Air",4,2,0,39.21,492500,"Stone-Robinson","Walton","Monticello","113.01",52,"Poor",1
1754,1285,"No Central Air",2,1,0,1.79,100500,"Stone-Robinson","Walton","Monticello","113.01",265,"Fair",0
1930,648,"No Central Air",2,1,0,1,72700,"Stone-Robinson","Walton","Monticello","113.01",89,"Poor",0
1950,924,"No Central Air",2,1,0,1,70900,"Stone-Robinson","Walton","Monticello","113.01",69,"Fair",0
1954,1178,"Central Air",3,1,0,0.94,115500,"Stone-Robinson","Walton","Monticello","113.01",65,"Fair",1
1930,1536,"Central Air",3,1,0,5.08,254300,"Stone-Robinson","Walton","Monticello","113.01",89,"Average",0
1975,1056,"No Central Air",3,1,1,2,194400,"Stone-Robinson","Walton","Monticello","113.01",44,"Average",0
2005,2465,"Central Air",1,2,1,17,570700,"Stone-Robinson","Walton","Monticello","113.01",14,"Average",1
1990,2578,"Central Air",3,2,0,25.54,648300,"Stone-Robinson","Walton","Monticello","113.01",29,"Average",1
1976,1210,"Central Air",3,1,0,4.143,268000,"Stone-Robinson","Walton","Monticello","104.02",43,"Average",1
1985,1104,"No Central Air",3,1,1,2.18,182100,"Stone-Robinson","Walton","Monticello","113.01",34,"Average",0
1981,1000,"No Central Air",3,1,0,8.148,179400,"Stone-Robinson","Walton","Monticello","113.01",38,"Average",0
1996,2088,"Central Air",3,2,0,2,278200,"Stone-Robinson","Walton","Monticello","113.01",23,"Average",1
1991,1382,"Central Air",3,3,0,2.002,238500,"Stone-Robinson","Walton","Monticello","113.01",28,"Average",0
1979,1496,"Central Air",4,2,0,1.054,233100,"Stone-Robinson","Walton","Monticello","104.02",40,"Average",1
1973,1248,"Central Air",3,3,0,1.004,199800,"Stone-Robinson","Walton","Monticello","104.02",46,"Average",1
2008,1764,"Central Air",3,2,0,5,369000,"Stone-Robinson","Walton","Monticello","104.02",11,"Average",1
1973,1242,"Central Air",3,2,0,0.84,197400,"Stone-Robinson","Burley","Monticello","104.02",46,"Average",1
1977,1679,"Central Air",3,3,0,1.438,334600,"Stone-Robinson","Walton","Monticello","104.02",42,"Average",1
1973,1242,"Central Air",3,2,0,1.24,188700,"Stone-Robinson","Burley","Monticello","104.02",46,"Average",1
1973,1242,"Central Air",4,3,0,0.998,211100,"Stone-Robinson","Burley","Monticello","104.02",46,"Average",1
1973,1525,"Central Air",4,2,1,0.922,229200,"Stone-Robinson","Burley","Monticello","104.02",46,"Average",1
1972,1173,"Central Air",4,3,0,1.07,218700,"Stone-Robinson","Burley","Monticello","104.02",47,"Average",1
1969,2112,"Central Air",3,2,0,2,218400,"Stone-Robinson","Walton","Monticello","113.01",50,"Average",1
1960,1352,"No Central Air",3,2,0,2.7,116800,"Stone-Robinson","Walton","Monticello","113.01",59,"Fair",0
1754,1344,"Central Air",3,2,0,1.178,235700,"Stone-Robinson","Walton","Monticello","113.01",265,"Excellent",0
1975,960,"No Central Air",3,1,0,2.01,142500,"Stone-Robinson","Walton","Monticello","113.01",44,"Fair",0
2002,3688,"Central Air",3,3,0,3,322300,"Stone-Robinson","Walton","Monticello","113.01",17,"Average",0
1974,1375,"Central Air",3,1,1,7.75,278700,"Stone-Robinson","Walton","Monticello","113.01",45,"Poor",1
1974,988,"No Central Air",3,1,0,1.908,124300,"Stone-Robinson","Walton","Monticello","113.01",45,"Fair",0
1976,2146,"Central Air",2,3,0,7,452500,"Stone-Robinson","Walton","Monticello","113.01",43,"Average",1
1971,2337,"No Central Air",3,2,0,2.373,223800,"Stone-Robinson","Walton","Monticello","113.01",48,"Average",0
1991,2441,"Central Air",3,2,1,2.5,356000,"Stone-Robinson","Walton","Monticello","113.01",28,"Average",1
2006,2266,"Central Air",3,2,1,3.064,490100,"Stone-Robinson","Walton","Monticello","113.01",13,"Average",1
1992,2989,"Central Air",3,2,1,22.926,561800,"Stone-Robinson","Walton","Monticello","104.02",27,"Average",1
1987,1104,"Central Air",3,2,0,2,195000,"Stone-Robinson","Walton","Monticello","104.02",32,"Average",1
1986,1596,"Central Air",4,2,0,2,191000,"Stone-Robinson","Walton","Monticello","104.02",33,"Average",1
1987,1092,"Central Air",3,2,0,2,198300,"Stone-Robinson","Walton","Monticello","104.02",32,"Average",0
1986,1904,"Central Air",3,2,1,2,230100,"Stone-Robinson","Walton","Monticello","104.02",33,"Average",1
1986,1892,"Central Air",3,2,1,1.989,211100,"Stone-Robinson","Walton","Monticello","104.02",33,"Average",0
1754,980,"No Central Air",3,1,0,2.001,189500,"Stone-Robinson","Walton","Monticello","113.01",265,"Average",0
1986,2560,"Central Air",4,2,1,5,319800,"Stone-Robinson","Walton","Monticello","113.01",33,"Average",1
1990,3455,"Central Air",4,4,1,23.705,747700,"Stone-Robinson","Walton","Monticello","113.01",29,"Average",1
1920,2799,"No Central Air",3,2,1,28.371,483200,"Stone-Robinson","Walton","Monticello","113.01",99,"Average",1
2007,532,"No Central Air",2,1,0,0,65000,"Stone-Robinson","Walton","Monticello","113.01",12,"Average",0
1876,3392,"Central Air",4,2,1,210.891,337400,"Stone-Robinson","Walton","Monticello","104.02",143,"Average",1
1972,3043,"Central Air",3,3,0,12.65,619700,"Stone-Robinson","Walton","Monticello","104.02",47,"Good",1
2014,3154,"Central Air",4,3,1,17.62,702400,"Stone-Robinson","Walton","Monticello","104.02",5,"Average",1
1992,1977,"Central Air",3,2,0,2.305,261900,"Stone-Robinson","Walton","Monticello","104.02",27,"Average",1
1975,3522,"Central Air",4,3,0,5.07,388900,"Stone-Robinson","Walton","Monticello","104.02",44,"Average",1
1958,1302,"Central Air",4,2,0,5.5,300300,"Stone-Robinson","Walton","Monticello","104.02",61,"Average",1
1977,1716,"Central Air",3,3,0,5,330900,"Stone-Robinson","Walton","Monticello","104.02",42,"Average",1
1979,2122,"Central Air",4,2,0,3,307100,"Stone-Robinson","Walton","Monticello","104.02",40,"Average",1
2005,2307,"Central Air",3,2,0,19.86,566200,"Stone-Robinson","Walton","Monticello","104.02",14,"Average",1
1898,3360,"Central Air",4,2,0,79.268,787200,"Stone-Robinson","Burley","Monticello","104.02",121,"Average",1
1976,1688,"Central Air",4,2,1,31.864,538500,"Stone-Robinson","Burley","Monticello","104.02",43,"Average",1
1910,1896,"Central Air",3,1,0,14.866,321200,"Stone-Robinson","Burley","Monticello","104.02",109,"Average",1
1973,1040,"No Central Air",2,1,0,2.41,221500,"Stone-Robinson","Burley","Monticello","104.02",46,"Average",0
1974,2046,"Central Air",4,3,0,4.087,268600,"Stone-Robinson","Burley","Monticello","104.02",45,"Average",1
1975,1088,"Central Air",3,1,0,2.58,175300,"Stone-Robinson","Burley","Monticello","104.02",44,"Poor",0
1978,1008,"Central Air",3,1,1,1.83,184400,"Stone-Robinson","Burley","Monticello","104.02",41,"Average",0
1985,2029,"Central Air",3,3,0,4.009,340900,"Stone-Robinson","Burley","Monticello","104.02",34,"Average",0
1988,3479,"Central Air",4,3,0,31.96,809500,"Stone-Robinson","Burley","Monticello","104.02",31,"Average",1
1990,1555,"Central Air",3,2,0,4,297600,"Stone-Robinson","Burley","Monticello","104.02",29,"Average",1
1972,4434,"Central Air",4,3,0,5.73,910200,"Stone-Robinson","Burley","Monticello","104.02",47,"Good",1
1973,1525,"Central Air",5,3,0,4.229,411100,"Stone-Robinson","Burley","Monticello","104.02",46,"Average",1
2002,1799,"Central Air",3,2,0,11.979,501100,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",0
2012,1353,"Central Air",3,3,0,3.217,401400,"Stone-Robinson","Burley","Monticello","104.02",7,"Average",1
1973,2252,"Central Air",4,3,0,9.905,512100,"Stone-Robinson","Burley","Monticello","104.02",46,"Good",1
2011,2751,"Central Air",3,2,1,5.825,556500,"Stone-Robinson","Burley","Monticello","104.02",8,"Average",1
1972,3512,"Central Air",4,4,0,6.18,564900,"Stone-Robinson","Burley","Monticello","104.02",47,"Good",0
1979,2688,"Central Air",4,2,1,5.97,474900,"Stone-Robinson","Burley","Monticello","104.02",40,"Good",1
1976,2097,"No Central Air",4,2,1,4.71,397300,"Stone-Robinson","Burley","Monticello","104.02",43,"Average",1
1977,2823,"Central Air",3,2,1,4.82,571800,"Stone-Robinson","Burley","Monticello","104.02",42,"Good",1
1977,2023,"Central Air",4,3,1,4.03,405000,"Stone-Robinson","Burley","Monticello","104.02",42,"Good",1
1977,2109,"Central Air",3,2,1,3.7,448500,"Stone-Robinson","Burley","Monticello","104.02",42,"Good",1
1977,1640,"Central Air",3,3,0,3.59,374400,"Stone-Robinson","Burley","Monticello","104.02",42,"Average",1
1976,2272,"Central Air",3,2,0,2.71,385800,"Stone-Robinson","Burley","Monticello","104.02",43,"Average",1
1979,2664,"Central Air",4,3,0,5.38,622000,"Stone-Robinson","Burley","Monticello","104.02",40,"Average",1
2018,3411,"Central Air",3,3,1,6.17,781500,"Stone-Robinson","Burley","Monticello","104.02",1,"Average",1
1981,2281,"Central Air",3,3,1,4.38,433500,"Stone-Robinson","Burley","Monticello","104.02",38,"Fair",1
1977,2146,"Central Air",4,2,1,2.55,360000,"Stone-Robinson","Burley","Monticello","104.02",42,"Average",1
1977,2474,"Central Air",3,2,1,2.54,459200,"Stone-Robinson","Burley","Monticello","104.02",42,"Good",1
1977,1300,"Central Air",5,2,0,4.62,378800,"Stone-Robinson","Burley","Monticello","104.02",42,"Good",1
1975,2296,"Central Air",3,2,0,4.53,434600,"Stone-Robinson","Burley","Monticello","104.02",44,"Average",1
1977,3513,"Central Air",4,3,1,2.39,523100,"Stone-Robinson","Burley","Monticello","104.02",42,"Good",1
1984,1970,"Central Air",3,4,0,2.19,380200,"Stone-Robinson","Burley","Monticello","104.02",35,"Good",0
1979,2152,"Central Air",4,2,1,3.46,381200,"Stone-Robinson","Burley","Monticello","104.02",40,"Good",1
1978,2649,"Central Air",4,2,1,3.21,393000,"Stone-Robinson","Burley","Monticello","104.02",41,"Average",1
1979,2408,"Central Air",4,2,1,3.01,396400,"Stone-Robinson","Burley","Monticello","104.02",40,"Good",1
1984,2553,"Central Air",4,3,0,3.14,457500,"Stone-Robinson","Burley","Monticello","104.02",35,"Good",1
1986,3385,"Central Air",3,3,0,2.7,5e+05,"Stone-Robinson","Burley","Monticello","104.02",33,"Good",1
1985,2320,"Central Air",3,2,0,3.18,408000,"Stone-Robinson","Burley","Monticello","104.02",34,"Average",1
1985,3980,"Central Air",3,2,0,3.33,567600,"Stone-Robinson","Burley","Monticello","104.02",34,"Average",1
1980,2531,"Central Air",3,3,1,2.08,507600,"Stone-Robinson","Burley","Monticello","104.02",39,"Average",1
1979,2376,"Central Air",3,3,1,2.17,412200,"Stone-Robinson","Burley","Monticello","104.02",40,"Good",1
1984,2340,"Central Air",4,3,0,2.61,459300,"Stone-Robinson","Burley","Monticello","104.02",35,"Average",0
1980,1699,"Central Air",4,3,0,2.29,370900,"Stone-Robinson","Burley","Monticello","104.02",39,"Average",0
1985,2692,"Central Air",3,2,1,3.7,442400,"Stone-Robinson","Burley","Monticello","104.02",34,"Good",1
1985,2062,"Central Air",3,2,0,3.96,375500,"Stone-Robinson","Burley","Monticello","104.02",34,"Average",1
1985,2366,"Central Air",3,2,1,6.9,439800,"Stone-Robinson","Burley","Monticello","104.02",34,"Average",1
1979,2173,"Central Air",3,3,1,3.24,425100,"Stone-Robinson","Burley","Monticello","104.02",40,"Good",1
1980,1373,"Central Air",3,2,0,2.18,368800,"Stone-Robinson","Burley","Monticello","104.02",39,"Good",1
1979,1347,"Central Air",4,3,0,2.4,364900,"Stone-Robinson","Burley","Monticello","104.02",40,"Good",1
1985,2067,"Central Air",4,3,0,3.51,377900,"Stone-Robinson","Burley","Monticello","104.02",34,"Average",1
1979,1914,"Central Air",4,3,0,2.61,361800,"Stone-Robinson","Burley","Monticello","104.02",40,"Good",1
1984,1840,"Central Air",3,2,0,2.14,339600,"Stone-Robinson","Burley","Monticello","104.02",35,"Good",1
1986,5700,"Central Air",4,4,0,3.037,637500,"Stone-Robinson","Burley","Monticello","104.02",33,"Average",0
1986,1350,"Central Air",3,2,0,2.336,277600,"Stone-Robinson","Burley","Monticello","104.02",33,"Average",0
1987,1440,"Central Air",3,3,0,3.06,303800,"Stone-Robinson","Burley","Monticello","104.02",32,"Average",0
1982,1458,"Central Air",3,2,0,2.651,249800,"Stone-Robinson","Burley","Monticello","104.02",37,"Average",1
1983,1186,"Central Air",3,2,0,3.519,269900,"Stone-Robinson","Burley","Monticello","104.02",36,"Good",0
2012,2534,"Central Air",3,2,1,2,452300,"Stone-Robinson","Burley","Monticello","104.02",7,"Average",1
1980,2100,"Central Air",5,2,1,5.7,365900,"Stone-Robinson","Burley","Monticello","104.02",39,"Average",1
1978,4079,"Central Air",5,5,0,8.44,641300,"Stone-Robinson","Burley","Monticello","104.02",41,"Good",1
1999,2090,"Central Air",3,2,1,10.13,423000,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",0
2003,2347,"Central Air",4,3,0,6.5,403600,"Stone-Robinson","Burley","Monticello","104.02",16,"Good",1
1980,1516,"Central Air",3,3,0,6.32,382000,"Stone-Robinson","Burley","Monticello","104.02",39,"Good",1
1998,1768,"Central Air",3,2,0,5.44,305900,"Stone-Robinson","Burley","Monticello","104.02",21,"Average",0
2009,2769,"Central Air",4,3,0,4.73,422500,"Stone-Robinson","Burley","Monticello","104.02",10,"Average",0
2004,1372,"Central Air",3,3,0,3.65,298900,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2003,1792,"Central Air",3,2,0,3.5,287300,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
1993,2376,"Central Air",3,2,1,4.11,440300,"Stone-Robinson","Burley","Monticello","104.02",26,"Good",1
1979,2072,"Central Air",3,2,0,4.93,348100,"Stone-Robinson","Burley","Monticello","104.02",40,"Average",1
1979,1989,"Central Air",4,2,1,4.71,331800,"Stone-Robinson","Burley","Monticello","104.02",40,"Good",1
1979,2858,"Central Air",3,3,0,5.73,422500,"Stone-Robinson","Burley","Monticello","104.02",40,"Average",1
2015,1844,"Central Air",3,3,1,0.253,591400,"Stone-Robinson","Burley","Monticello","104.02",4,"Average",1
1724,4400,"Central Air",4,3,1,10,1888800,"Stone-Robinson","Burley","Monticello","104.02",295,"Good",1
2004,4334,"Central Air",5,6,1,0.676,853900,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,4214,"Central Air",5,4,1,0.653,839900,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,4611,"Central Air",5,4,1,0.672,884400,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2008,4623,"Central Air",5,5,2,0.805,1177600,"Stone-Robinson","Burley","Monticello","104.02",11,"Average",1
2005,6109,"Central Air",7,8,1,1.792,1582000,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2004,6336,"Central Air",7,5,3,0.612,1543400,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2003,4059,"Central Air",4,3,1,0.722,872100,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
2014,3010,"Central Air",4,3,1,0.833,655600,"Stone-Robinson","Burley","Monticello","104.02",5,"Average",1
2011,2864,"Central Air",5,4,0,0.732,741000,"Stone-Robinson","Burley","Monticello","104.02",8,"Average",1
2007,3420,"Central Air",4,4,1,0.502,580000,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2006,2643,"Central Air",3,2,1,0.536,547500,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2006,2751,"Central Air",4,3,1,0.472,522900,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2006,3082,"Central Air",3,3,1,0.471,565400,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2006,3082,"Central Air",3,3,1,0.465,561100,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2006,3082,"Central Air",3,3,1,0.381,560500,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2006,3311,"Central Air",4,4,1,0.375,630100,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2006,3643,"Central Air",6,4,1,0.432,643800,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2007,3327,"Central Air",4,3,1,0.516,606600,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2007,3632,"Central Air",5,4,1,0.416,669900,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2006,2695,"Central Air",4,3,1,0.372,660000,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2006,3325,"Central Air",5,4,1,0.296,667500,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2006,2643,"Central Air",3,3,0,0.553,6e+05,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2007,3648,"Central Air",4,3,0,0.596,641100,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2007,3692,"Central Air",4,3,2,0.334,609200,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2007,3578,"Central Air",4,3,1,0.316,600400,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2005,3695,"Central Air",4,3,1,0.541,630800,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2005,3420,"Central Air",4,4,1,0.426,585900,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2005,2859,"Central Air",4,3,1,0.389,545700,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2005,2715,"Central Air",4,3,1,0.316,534500,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2002,3603,"Central Air",5,4,1,0.323,648300,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",1
2002,3309,"Central Air",4,3,1,0.341,598200,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",1
2003,3648,"Central Air",3,3,1,0.39,628100,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
2005,3445,"Central Air",4,3,1,0.346,605000,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2005,2715,"Central Air",4,3,1,0.267,526600,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2007,2350,"Central Air",3,2,1,0.345,510800,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2007,2216,"Central Air",3,2,0,0.327,486600,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2004,4250,"Central Air",6,5,1,0.397,757600,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,3714,"Central Air",6,5,1,0.434,738200,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2005,2643,"Central Air",3,2,1,0.357,550200,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2005,3448,"Central Air",4,4,1,0.441,598600,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2001,3624,"Central Air",5,4,1,0.434,658400,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2002,3648,"Central Air",4,3,2,0.527,657700,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",1
2001,3593,"Central Air",4,4,1,0.558,647400,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2001,3334,"Central Air",4,4,1,0.486,721700,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2001,3719,"Central Air",4,4,1,0.464,606300,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2001,3521,"Central Air",4,3,2,0.391,583100,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2001,3648,"Central Air",4,3,2,0.47,652600,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2003,3647,"Central Air",5,5,1,0.501,677900,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
2005,3602,"Central Air",5,4,1,0.412,658200,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2005,3325,"Central Air",4,3,1,0.538,626800,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2004,3750,"Central Air",5,4,1,0.489,683900,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,3325,"Central Air",6,4,1,0.421,664800,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2006,2775,"Central Air",3,4,1,0.421,630600,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2005,3621,"Central Air",6,4,1,0.497,692400,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2005,2759,"Central Air",3,2,1,0.62,612400,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2004,3643,"Central Air",4,3,1,0.554,639400,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2007,3420,"Central Air",4,4,1,0.542,668100,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2006,3695,"Central Air",4,3,1,0.497,720200,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2004,3420,"Central Air",4,4,1,0.499,667200,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2003,3612,"Central Air",4,4,1,0.537,679400,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
2002,3648,"Central Air",5,4,2,0.498,722500,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",1
2004,3643,"Central Air",4,3,1,0.462,633000,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2005,3420,"Central Air",4,4,1,0.416,650400,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2005,3665,"Central Air",5,4,1,0.598,709800,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2005,3311,"Central Air",3,3,1,0.542,668400,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2004,3842,"Central Air",5,4,1,0.503,700800,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,3643,"Central Air",5,4,1,0.466,662800,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,2715,"Central Air",4,3,0,0.419,536200,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2003,3658,"Central Air",4,4,1,0.429,595900,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
2004,3643,"Central Air",4,4,1,0.533,630900,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,2713,"Central Air",3,2,1,0.392,552000,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,3420,"Central Air",4,4,1,0.418,595500,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,3625,"Central Air",6,4,2,0.476,682900,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,2643,"Central Air",3,2,0,0.467,540900,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,2888,"Central Air",4,3,0,0.543,563800,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2005,3635,"Central Air",4,4,1,0.505,610200,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
